dataset,repeat,fold,condition,generator_seed,generator_seconds,sampling_strategy,minority_coverage_distance,minority_diversity,exact_match_rate,membership_auc
COVID-19,0,0,Standard CTGAN,10042,2.397735834121704,outcome-conditional rejection sampling,4.101899546336991,11.099358766996232,0.0,0.4945217731566885
COVID-19,0,0,SepAware CTGAN,10042,2.404085874557495,outcome-conditional rejection sampling,4.536194965616067,6.037453921273092,0.0,0.5151769243669294
COVID-19,0,0,Standard TVAE,20042,0.42983007431030273,minority-conditional TVAE,5.646957840096774,1.5848263953892054,0.0,0.5077701380736765
COVID-19,0,0,SepAware TVAE,20042,0.4352130889892578,minority-conditional TVAE,6.001429644151369,0.43089743088156374,0.0,0.4928168148023925
COVID-19,0,1,Standard CTGAN,10079,1.5091519355773926,outcome-conditional rejection sampling,4.304313199367944,11.038625755255946,0.0,0.5020683101347196
COVID-19,0,1,SepAware CTGAN,10079,1.5139689445495605,outcome-conditional rejection sampling,3.8312921709655865,7.065813960447329,0.0,0.4845715244004696
COVID-19,0,1,Standard TVAE,20079,0.4168400764465332,minority-conditional TVAE,5.400822925674731,1.1325714473733093,0.0,0.4945776734305999
COVID-19,0,1,SepAware TVAE,20079,0.4213588237762451,minority-conditional TVAE,5.439449217068896,1.2402427884077178,0.0,0.4883447928894852
COVID-19,0,2,Standard CTGAN,10116,1.4454541206359863,outcome-conditional rejection sampling,4.064569798341685,11.878456506392189,0.0,0.5152887249147521
COVID-19,0,2,SepAware CTGAN,10116,1.449944257736206,outcome-conditional rejection sampling,4.35039961575212,7.845975291954508,0.0,0.509698697523618
COVID-19,0,2,Standard TVAE,20116,0.3973820209503174,minority-conditional TVAE,5.608810046723509,0.9343499541038857,0.0,0.5340153166750516
COVID-19,0,2,SepAware TVAE,20116,0.4020240306854248,minority-conditional TVAE,5.8852771492498945,0.4748075059000969,0.0,0.5246240706579463
COVID-19,0,3,Standard CTGAN,10153,1.3432388305664062,outcome-conditional rejection sampling,4.65235851904669,10.643733589509194,0.0,0.5025714125999218
COVID-19,0,3,SepAware CTGAN,10153,1.3479528427124023,outcome-conditional rejection sampling,3.6081455672916087,8.54452517973797,0.0,0.4433171222538991
COVID-19,0,3,Standard TVAE,20153,0.38989996910095215,minority-conditional TVAE,6.5582257506139365,1.0433376010023703,0.0,0.4828665660461736
COVID-19,0,3,SepAware TVAE,20153,0.39438486099243164,minority-conditional TVAE,6.465325412659744,0.2646771080005535,0.0,0.4749846274246744
COVID-19,0,4,Standard CTGAN,10190,1.2127301692962646,outcome-conditional rejection sampling,4.5991795380171645,10.853820677597328,0.0,0.5894957033016734
COVID-19,0,4,SepAware CTGAN,10190,1.217581033706665,outcome-conditional rejection sampling,3.969663722802947,7.443333766151182,0.0,0.5611996834011759
COVID-19,0,4,Standard TVAE,20190,0.3769698143005371,minority-conditional TVAE,6.158597452047681,0.8456978702135888,0.0,0.5732417458163728
COVID-19,0,4,SepAware TVAE,20190,0.3813328742980957,minority-conditional TVAE,6.238798074008034,0.971793837702587,0.0,0.568577566711895
COVID-19,1,0,Standard CTGAN,11042,1.2345409393310547,outcome-conditional rejection sampling,4.259204219890288,11.721448025911371,0.0,0.4595841019620996
COVID-19,1,0,SepAware CTGAN,11042,1.2406549453735352,outcome-conditional rejection sampling,3.4777459194646014,7.268146020344058,0.0,0.4584940466208285
COVID-19,1,0,Standard TVAE,21042,0.3799738883972168,minority-conditional TVAE,5.055480728025616,1.0613063876277864,0.0,0.4224942702219241
COVID-19,1,0,SepAware TVAE,21042,0.3845179080963135,minority-conditional TVAE,5.262293577030658,0.7342522483630244,0.0,0.4293979540499749
COVID-19,1,1,Standard CTGAN,11079,1.2481117248535156,outcome-conditional rejection sampling,4.639706998581276,10.427513204741858,0.0,0.5113477556040025
COVID-19,1,1,SepAware CTGAN,11079,1.2529289722442627,outcome-conditional rejection sampling,4.606505225986403,7.079509889061484,0.0,0.5310526021577506
COVID-19,1,1,Standard TVAE,21079,0.4119150638580322,minority-conditional TVAE,6.1817090164698945,0.5420554907575812,0.0,0.5401643468052993
COVID-19,1,1,SepAware TVAE,21079,0.4164421558380127,minority-conditional TVAE,6.4362349078977354,0.19763837549186253,0.0,0.5351612722902342
COVID-19,1,2,Standard CTGAN,11116,1.2816967964172363,outcome-conditional rejection sampling,4.462840498227929,10.92853544330553,0.0,0.5545027670635587
COVID-19,1,2,SepAware CTGAN,11116,1.2864990234375,outcome-conditional rejection sampling,4.414365416472045,7.796264698824473,0.0,0.5463413270725026
COVID-19,1,2,Standard TVAE,21116,0.3919680118560791,minority-conditional TVAE,5.4198230672107455,0.8612036080460589,0.0,0.5456146235116552
COVID-19,1,2,SepAware TVAE,21116,0.396561861038208,minority-conditional TVAE,5.321700832878036,1.0223427036666894,0.0,0.5402202470792107
COVID-19,1,3,Standard CTGAN,11153,1.3854482173919678,outcome-conditional rejection sampling,5.0421546312779615,10.647790741124192,0.0,0.5648722678741125
COVID-19,1,3,SepAware CTGAN,11153,1.3902301788330078,outcome-conditional rejection sampling,4.855643537786441,6.526140812253204,0.0,0.573257308960814
COVID-19,1,3,Standard TVAE,21153,0.3975698947906494,minority-conditional TVAE,6.771943217956366,0.5207365029657596,0.0,0.5773939292302532
COVID-19,1,3,SepAware TVAE,21153,0.4023411273956299,minority-conditional TVAE,6.833444722035167,0.4198376050462424,0.0,0.575968472245514
COVID-19,1,4,Standard CTGAN,11190,1.2085247039794922,outcome-conditional rejection sampling,3.970789345874524,11.967817273875209,0.0,0.4725520126639529
COVID-19,1,4,SepAware CTGAN,11190,1.2133018970489502,outcome-conditional rejection sampling,3.952052032327015,7.927651396232827,0.0,0.4739088647670737
COVID-19,1,4,Standard TVAE,21190,0.39493370056152344,minority-conditional TVAE,5.758378354072989,0.9112185341281498,0.0,0.4896540027137042
COVID-19,1,4,SepAware TVAE,21190,0.399777889251709,minority-conditional TVAE,5.922192060722281,1.2110578248062287,0.0,0.4924242424242424
COVID-19,2,0,Standard CTGAN,12042,1.2563281059265137,outcome-conditional rejection sampling,3.9855463038253003,9.975519240031174,0.0,0.4456649337581754
COVID-19,2,0,SepAware CTGAN,12042,1.260732889175415,outcome-conditional rejection sampling,3.613168241813058,6.224047277000181,0.0,0.4855218290569624
COVID-19,2,0,Standard TVAE,22042,0.37636423110961914,minority-conditional TVAE,4.9026733349957645,1.007892912626678,0.0,0.4534071216948963
COVID-19,2,0,SepAware TVAE,22042,0.3810710906982422,minority-conditional TVAE,4.971681241388927,0.27372043976052385,0.0,0.4466152384146682
COVID-19,2,1,Standard CTGAN,12079,1.3041088581085205,outcome-conditional rejection sampling,4.363224485822132,11.887063828517533,0.0,0.5175247358712057
COVID-19,2,1,SepAware CTGAN,12079,1.3089869022369385,outcome-conditional rejection sampling,5.68995813299705,6.995435621747578,0.0,0.5297109955838785
COVID-19,2,1,Standard TVAE,22079,0.4014573097229004,minority-conditional TVAE,7.145205828671998,1.053388842822907,0.0,0.5488009391246018
COVID-19,2,1,SepAware TVAE,22079,0.4062941074371338,minority-conditional TVAE,7.1526044475197335,0.7317339236094687,0.0,0.5487170887137347
COVID-19,2,2,Standard CTGAN,12116,1.5984790325164795,outcome-conditional rejection sampling,5.0897651015921594,11.729485004749662,0.0,0.5752138185477108
COVID-19,2,2,SepAware CTGAN,12116,1.6035869121551514,outcome-conditional rejection sampling,4.890608834670239,6.771992842327733,0.0,0.5471518810442172
COVID-19,2,2,Standard TVAE,22116,0.3897991180419922,minority-conditional TVAE,6.357422438023427,0.5378648065909408,0.0,0.5472077813181285
COVID-19,2,2,SepAware TVAE,22116,0.39499711990356445,minority-conditional TVAE,6.550800499060288,0.2247018695857654,0.0,0.5485493878920007
COVID-19,2,3,Standard CTGAN,12153,1.3497850894927979,outcome-conditional rejection sampling,4.41174233964374,10.985132835908054,0.0,0.5151489742299739
COVID-19,2,3,SepAware CTGAN,12153,1.3549470901489258,outcome-conditional rejection sampling,4.136518506866219,6.32405388546588,0.0,0.5038850690368383
COVID-19,2,3,Standard TVAE,22153,0.4024617671966553,minority-conditional TVAE,5.745267783136412,1.5344893344275607,0.0,0.4890714964503326
COVID-19,2,3,SepAware TVAE,22153,0.40697479248046875,minority-conditional TVAE,6.108266057199722,0.3262062913034842,0.0,0.48759013919168204
COVID-19,2,4,Standard CTGAN,12190,1.3194050788879395,outcome-conditional rejection sampling,4.609560438603168,11.00669386437363,0.0,0.536267526006332
COVID-19,2,4,SepAware CTGAN,12190,1.3243579864501953,outcome-conditional rejection sampling,4.5895335468365595,7.650644519648668,0.0,0.5499491180461329
COVID-19,2,4,Standard TVAE,22190,0.38791918754577637,minority-conditional TVAE,5.539937615585966,1.5963131488050122,0.0,0.5281546811397557
COVID-19,2,4,SepAware TVAE,22190,0.3929252624511719,minority-conditional TVAE,5.987345966800749,0.5479408926961213,0.0,0.5303878335594754
Vigitel,0,0,Standard CTGAN,10042,7.6454758644104,outcome-conditional rejection sampling,2.0291285789829625,5.7244309443164445,0.0,0.489256625
Vigitel,0,0,SepAware CTGAN,10042,7.8400719165802,outcome-conditional rejection sampling,1.7327821807959896,4.582570772622236,0.0,0.5005798749999999
Vigitel,0,0,Standard TVAE,20042,1.52996826171875,minority-conditional TVAE,3.947828430291968,1.1156792327536647,0.0,0.49098800000000004
Vigitel,0,0,SepAware TVAE,20042,1.5856881141662598,minority-conditional TVAE,4.365333028994632,0.11367737646465012,0.0,0.49339487500000007
Vigitel,0,1,Standard CTGAN,10079,7.8258490562438965,outcome-conditional rejection sampling,1.9271784166857047,5.487134367833969,0.0,0.50259425
